Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
Surface area (sq. km),"AG.SRF.TOTL.K2","Philippines","PHL","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000","300000"
Surface area (sq. km),"AG.SRF.TOTL.K2","Poland","POL","312690","312690","312690","312690","312690","312690","312680","312680","312680","312680","312680","312680","312680","312680","312680","312680","312680"
Surface area (sq. km),"AG.SRF.TOTL.K2","Portugal","PRT","92120","92120","92120","92120","92120","92090","92090","92090","92090","92210","92210","92210","92210","92220","92225","92225","92225"
Surface area (sq. km),"AG.SRF.TOTL.K2","Puerto Rico","PRI","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870","8870"
Surface area (sq. km),"AG.SRF.TOTL.K2","Qatar","QAT","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610","11610"
Surface area (sq. km),"AG.SRF.TOTL.K2","Romania","ROU","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390","238390"
Surface area (sq. km),"AG.SRF.TOTL.K2","Russian Federation","RUS","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098240","17098250","17098250","17098250","17098250","17098250","17098250","17098250"
Surface area (sq. km),"AG.SRF.TOTL.K2","Rwanda","RWA","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340","26340"
Surface area (sq. km),"AG.SRF.TOTL.K2","Samoa","WSM","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840","2840"
Surface area (sq. km),"AG.SRF.TOTL.K2","San Marino","SMR","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60","60"
Surface area (sq. km),"AG.SRF.TOTL.K2","Sao Tome and Principe","STP","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960"
Surface area (sq. km),"AG.SRF.TOTL.K2","Saudi Arabia","SAU","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690","2149690"
Surface area (sq. km),"AG.SRF.TOTL.K2","Senegal","SEN","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710","196710"
Surface area (sq. km),"AG.SRF.TOTL.K2","Serbia","SRB","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360","88360"
Surface area (sq. km),"AG.SRF.TOTL.K2","Seychelles","SYC","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460"
Surface area (sq. km),"AG.SRF.TOTL.K2","Sierra Leone","SLE","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300","72300"
Surface area (sq. km),"AG.SRF.TOTL.K2","Singapore","SGP","680","680","685","697","699","699","704","705","710","710","712","714","716","717","719","719","719"
Surface area (sq. km),"AG.SRF.TOTL.K2","Sint Maarten (Dutch part)","SXM","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34"
Surface area (sq. km),"AG.SRF.TOTL.K2","Slovak Republic","SVK","49030","49030","49030","49030","49030","49030","49030","49030","49035","49040","49037","49036","49036","49036","49035","49035","49035"
Surface area (sq. km),"AG.SRF.TOTL.K2","Slovenia","SVN","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270","20270"
Surface area (sq. km),"AG.SRF.TOTL.K2","Solomon Islands","SLB","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900","28900"
Surface area (sq. km),"AG.SRF.TOTL.K2","Somalia","SOM","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660","637660"
Surface area (sq. km),"AG.SRF.TOTL.K2","South Africa","ZAF","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090","1219090"
Surface area (sq. km),"AG.SRF.TOTL.K2","South Sudan","SSD","","","","","","","","","","","","644330","644330","644330","644330","644330","644330"
Surface area (sq. km),"AG.SRF.TOTL.K2","Spain","ESP","505000","505020","505320","505370","505370","505370","505370","505370","505370","505370","505600","505600","505940","505940","505940","505940","505940"
Surface area (sq. km),"AG.SRF.TOTL.K2","Sri Lanka","LKA","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610"
Surface area (sq. km),"AG.SRF.TOTL.K2","St. Kitts and Nevis","KNA","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260"
Surface area (sq. km),"AG.SRF.TOTL.K2","St. Lucia","LCA","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620"
Surface area (sq. km),"AG.SRF.TOTL.K2","St. Martin (French part)","MAF","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4"
Surface area (sq. km),"AG.SRF.TOTL.K2","St. Vincent and the Grenadines","VCT","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390"
Surface area (sq. km),"AG.SRF.TOTL.K2","Sudan","SDN","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","2505810","1879357.5","1879357.5","1879357.5","1879357.5","1879357.5","1879357.5"
Surface area (sq. km),"AG.SRF.TOTL.K2","Suriname","SUR","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820","163820"
Surface area (sq. km),"AG.SRF.TOTL.K2","Eswatini","SWZ","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360","17360"
Surface area (sq. km),"AG.SRF.TOTL.K2","Sweden","SWE","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","450300","447420","447420","447420","447420","447420"
Surface area (sq. km),"AG.SRF.TOTL.K2","Switzerland","CHE","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290","41290"
Surface area (sq. km),"AG.SRF.TOTL.K2","Syrian Arab Republic","SYR","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180","185180"
Surface area (sq. km),"AG.SRF.TOTL.K2","Tajikistan","TJK","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","142550","141376","141376","141376"
Surface area (sq. km),"AG.SRF.TOTL.K2","Tanzania","TZA","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300","947300"
Surface area (sq. km),"AG.SRF.TOTL.K2","Thailand","THA","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120","513120"
Surface area (sq. km),"AG.SRF.TOTL.K2","Timor-Leste","TLS","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870"
Surface area (sq. km),"AG.SRF.TOTL.K2","Togo","TGO","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790","56790"
Surface area (sq. km),"AG.SRF.TOTL.K2","Tonga","TON","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750","750"
Surface area (sq. km),"AG.SRF.TOTL.K2","Trinidad and Tobago","TTO","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130"
Surface area (sq. km),"AG.SRF.TOTL.K2","Tunisia","TUN","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610","163610"
Surface area (sq. km),"AG.SRF.TOTL.K2","Turkey","TUR","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350","785350"
Surface area (sq. km),"AG.SRF.TOTL.K2","Turkmenistan","TKM","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100","488100"
Surface area (sq. km),"AG.SRF.TOTL.K2","Turks and Caicos Islands","TCA","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950"
Surface area (sq. km),"AG.SRF.TOTL.K2","Tuvalu","TUV","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30"
Surface area (sq. km),"AG.SRF.TOTL.K2","Uganda","UGA","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550","241550"
Surface area (sq. km),"AG.SRF.TOTL.K2","Ukraine","UKR","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550","603550"
Surface area (sq. km),"AG.SRF.TOTL.K2","United Arab Emirates","ARE","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600","83600"
Surface area (sq. km),"AG.SRF.TOTL.K2","United Kingdom","GBR","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610","243610"
Surface area (sq. km),"AG.SRF.TOTL.K2","United States","USA","9632030","9632030","9632030","9632030","9632030","9632030","9632030","9632030","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510","9831510"
Surface area (sq. km),"AG.SRF.TOTL.K2","Uruguay","URY","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220","176220"
Surface area (sq. km),"AG.SRF.TOTL.K2","Uzbekistan","UZB","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400","447400"
Surface area (sq. km),"AG.SRF.TOTL.K2","Vanuatu","VUT","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190"
Surface area (sq. km),"AG.SRF.TOTL.K2","Venezuela, RB","VEN","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050","912050"
Surface area (sq. km),"AG.SRF.TOTL.K2","Vietnam","VNM","329240","329250","329300","329310","329314","331212","331212","331212","331051","331051","330954","330957","330971","330972","330967","330967","330967"
Surface area (sq. km),"AG.SRF.TOTL.K2","Virgin Islands (U.S.)","VIR","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350"
Surface area (sq. km),"AG.SRF.TOTL.K2","West Bank and Gaza","PSE","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020"
Surface area (sq. km),"AG.SRF.TOTL.K2","Yemen, Rep.","YEM","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970"
Surface area (sq. km),"AG.SRF.TOTL.K2","Zambia","ZMB","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610","752610"
Surface area (sq. km),"AG.SRF.TOTL.K2","Zimbabwe","ZWE","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760","390760"
"Population, total","SP.POP.TOTL","Afghanistan","AFG","20093756","20966463","21979923","23064851","24118979","25070798","25893450","26616792","27294031","28004331","28803167","29708599","30696958","31731688","32758020","33736494","34656032"
"Population, total","SP.POP.TOTL","Albania","ALB","3089027","3060173","3051010","3039616","3026939","3011487","2992547","2970017","2947314","2927519","2913021","2905195","2900401","2895092","2889104","2880703","2876101"
"Population, total","SP.POP.TOTL","Algeria","DZA","31183660","31592153","31995046","32403514","32831096","33288437","33777915","34300076","34860715","35465760","36117637","36819558","37565847","38338562","39113313","39871528","40606052"
"Population, total","SP.POP.TOTL","American Samoa","ASM","57521","58175","58731","59117","59264","59118","58650","57903","57030","56227","55637","55320","55230","55307","55437","55537","55599"
"Population, total","SP.POP.TOTL","Andorra","AND","65390","67341","70049","73182","76244","78867","80991","82683","83861","84462","84449","83751","82431","80788","79223","78014","77281"
"Population, total","SP.POP.TOTL","Angola","AGO","16440924","16983266","17572649","18203369","18865716","19552542","20262399","20997687","21759420","22549547","23369131","24218565","25096150","25998340","26920466","27859305","28813463"
"Population, total","SP.POP.TOTL","Antigua and Barbuda","ATG","83584","85057","86266","87293","88257","89253","90301","91381","92478","93581","94661","95719","96777","97824","98875","99923","100963"
"Population, total","SP.POP.TOTL","Argentina","ARG","37057452","37471509","37889370","38309379","38728696","39145488","39558890","39970224","40382389","40799407","41223889","41656879","42096739","42539925","42981515","43417765","43847430"
"Population, total","SP.POP.TOTL","Armenia","ARM","3069588","3050655","3033897","3017806","3000612","2981259","2958500","2933056","2908220","2888584","2877311","2875581","2881922","2893509","2906220","2916950","2924816"
"Population, total","SP.POP.TOTL","Aruba","ABW","90853","92898","94992","97017","98737","100031","100832","101220","101353","101453","101669","102053","102577","103187","103795","104341","104822"
